year; month; day; hour; minute; second; latDirection; lonDirection; latitude; longitude; latDegree; lonDegree; depth; high; starID; sog; cog
2024; 10; 13; 8; 58; 11; E; N; 5001.955600; 1959.688100; 50.032589; 19.994802; 97; 203.80; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 16; E; N; 5001.955600; 1959.688100; 50.032589; 19.994802; 95; 203.69; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 20; E; N; 5001.955600; 1959.688100; 50.032589; 19.994802; 98; 203.69; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 24; E; N; 5001.955600; 1959.688100; 50.032593; 19.994802; 98; 203.59; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 28; E; N; 5001.955600; 1959.688100; 50.032593; 19.994802; 97; 203.50; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 32; E; N; 5001.955600; 1959.688100; 50.032593; 19.994802; 98; 203.40; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 36; E; N; 5001.955600; 1959.688200; 50.032593; 19.994804; 94; 203.40; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 40; E; N; 5001.955600; 1959.688200; 50.032593; 19.994804; -1853; 203.30; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 44; E; N; 5001.955600; 1959.688100; 50.032597; 19.994801; -1853; 203.19; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 48; E; N; 5001.956100; 1959.688100; 50.032597; 19.994802; -1855; 203.30; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 52; E; N; 5001.956500; 1959.688400; 50.032608; 19.994806; -1853; 203.30; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 56; E; N; 5001.957000; 1959.688500; 50.032616; 19.994808; -1853; 203.19; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 1; E; N; 5001.957000; 1959.688600; 50.032619; 19.994810; 135; 203.19; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 5; E; N; 5001.957000; 1959.688700; 50.032619; 19.994812; 94; 203.09; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 9; E; N; 5001.957000; 1959.688800; 50.032619; 19.994814; 98; 203.09; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 13; E; N; 5001.957000; 1959.689000; 50.032619; 19.994818; 97; 203.00; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 17; E; N; 5001.957500; 1959.689100; 50.032619; 19.994820; 97; 203.00; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 21; E; N; 5001.957000; 1959.689200; 50.032619; 19.994822; 95; 202.90; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 25; E; N; 5001.957500; 1959.689300; 50.032623; 19.994822; 98; 202.90; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 29; E; N; 5001.957500; 1959.689300; 50.032623; 19.994822; 95; 202.80; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 33; E; N; 5001.957500; 1959.689300; 50.032623; 19.994823; 97; 202.80; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 37; E; N; 5001.957500; 1959.689500; 50.032623; 19.994823; 94; 202.80; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 41; E; N; 5001.957500; 1959.689500; 50.032623; 19.994823; 97; 202.80; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 46; E; N; 5001.957500; 1959.689300; 50.032623; 19.994823; 97; 202.69; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 50; E; N; 5001.957500; 1959.689300; 50.032627; 19.994822; 97; 202.59; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 54; E; N; 5001.957500; 1959.689200; 50.032627; 19.994820; 93; 202.59; 10; 0.00; 0.00
2024; 10; 13; 8; 59; 58; E; N; 5001.957500; 1959.689200; 50.032627; 19.994820; 98; 202.69; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 2; E; N; 5001.957500; 1959.689200; 50.032631; 19.994820; 98; 202.59; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 6; E; N; 5001.958000; 1959.689200; 50.032631; 19.994820; 96; 202.50; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 10; E; N; 5001.958000; 1959.689200; 50.032631; 19.994822; 96; 202.50; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 14; E; N; 5001.958000; 1959.689200; 50.032631; 19.994822; 97; 202.40; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 18; E; N; 5001.958000; 1959.689300; 50.032631; 19.994822; 94; 202.40; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 22; E; N; 5001.958000; 1959.689300; 50.032631; 19.994822; -1853; 202.40; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 26; E; N; 5001.958000; 1959.689300; 50.032631; 19.994823; -1853; 202.30; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 30; E; N; 5001.958000; 1959.691500; 50.032631; 19.994858; -1853; 201.90; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 35; E; N; 5001.957500; 1959.693400; 50.032623; 19.994890; -1853; 201.80; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 39; E; N; 5001.957500; 1959.693200; 50.032623; 19.994886; -1853; 201.80; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 43; E; N; 5001.957500; 1959.693000; 50.032627; 19.994883; -1858; 201.80; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 47; E; N; 5001.957500; 1959.692900; 50.032631; 19.994881; 97; 201.80; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 51; E; N; 5001.957500; 1959.692700; 50.032627; 19.994881; 95; 201.69; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 55; E; N; 5001.957500; 1959.692700; 50.032627; 19.994879; 95; 201.69; 10; 0.00; 0.00
2024; 10; 13; 9; 0; 59; E; N; 5001.957500; 1959.692600; 50.032627; 19.994877; 98; 201.69; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 3; E; N; 5001.957500; 1959.692500; 50.032627; 19.994877; 98; 201.69; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 7; E; N; 5001.957500; 1959.692500; 50.032627; 19.994875; 93; 201.69; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 11; E; N; 5001.957500; 1959.692400; 50.032627; 19.994873; 97; 201.69; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 15; E; N; 5001.957500; 1959.692300; 50.032627; 19.994871; 94; 201.50; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 20; E; N; 5001.957500; 1959.692100; 50.032623; 19.994869; 95; 201.40; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 24; E; N; 5001.957500; 1959.692000; 50.032623; 19.994867; 97; 201.40; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 28; E; N; 5001.957500; 1959.692000; 50.032623; 19.994867; 96; 201.40; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 32; E; N; 5001.957000; 1959.692000; 50.032619; 19.994867; 97; 201.40; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 36; E; N; 5001.957000; 1959.692000; 50.032619; 19.994867; 98; 201.40; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 40; E; N; 5001.957000; 1959.692000; 50.032619; 19.994867; 97; 201.40; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 44; E; N; 5001.957000; 1959.692000; 50.032616; 19.994867; 97; 201.30; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 48; E; N; 5001.957000; 1959.691900; 50.032616; 19.994865; 94; 201.30; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 52; E; N; 5001.957000; 1959.692000; 50.032616; 19.994867; 97; 201.30; 10; 0.00; 0.00
2024; 10; 13; 9; 1; 56; E; N; 5001.957000; 1959.692000; 50.032616; 19.994867; 96; 201.30; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 0; E; N; 5001.957000; 1959.692000; 50.032616; 19.994867; 98; 201.19; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 5; E; N; 5001.957000; 1959.692100; 50.032616; 19.994867; 94; 201.00; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 9; E; N; 5001.957000; 1959.692100; 50.032616; 19.994869; 98; 201.00; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 13; E; N; 5001.957000; 1959.692100; 50.032612; 19.994869; 98; 200.90; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 17; E; N; 5001.957000; 1959.692100; 50.032612; 19.994869; -1853; 201.00; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 21; E; N; 5001.957000; 1959.692300; 50.032612; 19.994871; -1858; 201.00; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 25; E; N; 5001.957000; 1959.692300; 50.032612; 19.994871; -1853; 201.00; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 29; E; N; 5001.956500; 1959.693700; 50.032608; 19.994894; -1858; 200.80; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 33; E; N; 5001.956500; 1959.694600; 50.032608; 19.994909; -1858; 200.69; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 37; E; N; 5001.956100; 1959.698100; 50.032600; 19.994968; 127; 200.90; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 41; E; N; 5001.956100; 1959.698400; 50.032600; 19.994972; 138; 200.69; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 45; E; N; 5001.956100; 1959.698200; 50.032600; 19.994970; 95; 200.59; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 50; E; N; 5001.956100; 1959.698000; 50.032600; 19.994967; 97; 200.50; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 54; E; N; 5001.956100; 1959.697800; 50.032600; 19.994963; 97; 200.30; 10; 0.00; 0.00
2024; 10; 13; 9; 2; 58; E; N; 5001.956100; 1959.697800; 50.032600; 19.994963; 94; 200.19; 10; 0.00; 0.00
2024; 10; 13; 9; 3; 2; E; N; 5001.956100; 1959.697800; 50.032597; 19.994963; 96; 200.19; 10; 0.00; 0.00
2024; 10; 13; 9; 3; 6; E; N; 5001.956100; 1959.697800; 50.032597; 19.994963; 95; 200.19; 10; 0.00; 0.00
2024; 10; 13; 9; 3; 10; E; N; 5001.956100; 1959.697800; 50.032600; 19.994963; 97; 200.19; 10; 0.00; 0.00
2024; 10; 13; 9; 3; 14; E; N; 5001.956100; 1959.697600; 50.032600; 19.994961; 94; 200.19; 10; 0.00; 0.00
2024; 10; 13; 9; 3; 18; E; N; 5001.956100; 1959.697500; 50.032600; 19.994959; 98; 200.09; 10; 0.00; 0.00
2024; 10; 13; 9; 3; 22; E; N; 5001.956100; 1959.697500; 50.032600; 19.994959; 97; 200.00; 10; 0.00; 0.00
